2008-09-18 07:53:54,116.5862999,40.07789
2008-09-18 07:53:55,116.5862699,40.0778766
2008-09-18 07:53:57,116.5863699,40.0779483
2008-09-18 07:53:59,116.5862733,40.0779483
2008-09-18 07:54:01,116.5861616,40.0779433
2008-09-18 07:54:03,116.5860233,40.0779433
2008-09-18 07:54:05,116.5858766,40.0779366
2008-09-18 07:54:07,116.5857416,40.0779499
2008-09-18 07:54:09,116.5856383,40.0780033
2008-09-18 07:54:11,116.5856016,40.0780899
2008-09-18 07:54:13,116.5855933,40.078195
2008-09-18 07:54:15,116.5856016,40.0782849
2008-09-18 07:54:17,116.585605,40.0783333
2008-09-18 07:54:19,116.5856166,40.0783516
2008-09-18 07:54:33,116.5856166,40.0783516
2008-09-18 07:54:35,116.5856133,40.0783549
2008-09-18 07:54:38,116.5856033,40.0784283
2008-09-18 07:54:40,116.5855816,40.0784883
2008-09-18 07:54:42,116.5855199,40.0785283
2008-09-18 07:54:44,116.5854433,40.0785366
2008-09-18 07:54:46,116.5853466,40.0785316
2008-09-18 07:54:48,116.585215,40.0785283
2008-09-18 07:54:50,116.5850849,40.0785183
2008-09-18 07:54:52,116.5849616,40.0784999
2008-09-18 07:54:54,116.5848733,40.0784633
2008-09-18 07:54:56,116.5848099,40.0784116
2008-09-18 07:54:58,116.5847966,40.0783283
2008-09-18 07:55:00,116.5848066,40.0782283
2008-09-18 07:55:02,116.5848249,40.0781099
2008-09-18 07:55:04,116.5848399,40.0779716
2008-09-18 07:55:06,116.5848216,40.0778083
2008-09-18 07:55:08,116.5847866,40.0776416
2008-09-18 07:55:10,116.5847399,40.0774666
2008-09-18 07:55:12,116.5846299,40.0773016
2008-09-18 07:55:14,116.5844666,40.07717
2008-09-18 07:55:16,116.5842399,40.0770366
2008-09-18 07:55:18,116.5839966,40.0769033
2008-09-18 07:55:20,116.5837266,40.0767683
2008-09-18 07:55:22,116.5834683,40.0766433
2008-09-18 07:55:24,116.5832183,40.0765266
2008-09-18 07:55:26,116.5829799,40.07641
2008-09-18 07:55:28,116.5827666,40.0762883
2008-09-18 07:55:30,116.5825816,40.0761516
2008-09-18 07:55:32,116.582455,40.0759516
2008-09-18 07:55:34,116.5823466,40.0757499
2008-09-18 07:55:36,116.5823033,40.0755183
2008-09-18 07:55:38,116.5822483,40.0752849
2008-09-18 07:55:40,116.5821933,40.0750249
2008-09-18 07:55:42,116.582145,40.0747516
2008-09-18 07:55:52,116.5818933,40.0732683
2008-09-18 07:56:02,116.5817733,40.0716633
2008-09-18 07:56:17,116.581905,40.0697033
2008-09-18 07:56:27,116.582045,40.0681233
2008-09-18 07:56:37,116.5822449,40.0663216
2008-09-18 07:56:47,116.5826583,40.0644083
2008-09-18 07:56:57,116.5829666,40.0626016
2008-09-18 07:57:07,116.5832316,40.0607333
2008-09-18 07:57:17,116.5834933,40.0588049
2008-09-18 07:57:27,116.5837183,40.0568799
2008-09-18 07:57:37,116.5838316,40.0549899
2008-09-18 07:57:47,116.5835883,40.0531483
2008-09-18 07:57:57,116.5828949,40.0512999
2008-09-18 07:58:07,116.5816499,40.0496516
2008-09-18 07:58:17,116.5802083,40.0482466
2008-09-18 07:58:27,116.5793633,40.0475783
